timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1741721747264,925,Friend Request-1,302,Found,Thread Group 1-20,text,true,,879,125,199,199,https://www.facebook.com/friends,925,0,0
1741721748189,1125,Friend Request-2,302,Found,Thread Group 1-20,text,true,,4033,137,199,199,https://web.facebook.com/friends?_rdc=1&_rdr,1125,0,0
1741721749314,4363,Friend Request-3,200,OK,Thread Group 1-20,text,true,,67536,173,199,199,https://web.facebook.com/login.php?next=https%3A%2F%2Fweb.facebook.com%2Ffriends,1515,0,0
1741721747198,6741,Facebook Feed,200,OK,Thread Group 1-131,text,true,,69096,422,199,199,https://web.facebook.com/?filter=all&sk=h_chr&_rdc=1&_rdr,926,0,0
1741721747198,926,Facebook Feed-0,301,Moved Permanently,Thread Group 1-131,text,true,,518,134,199,199,https://facebook.com/?filter=all&sk=h_chr,926,0,0
1741721748124,1074,Facebook Feed-1,302,Found,Thread Group 1-131,text,true,,884,138,199,199,https://www.facebook.com/?filter=all&sk=h_chr,1074,0,0
1741721749198,4741,Facebook Feed-2,200,OK,Thread Group 1-131,text,true,,67694,150,199,199,https://web.facebook.com/?filter=all&sk=h_chr&_rdc=1&_rdr,1302,0,0
1741721744970,8998,Friend Request,200,OK,Thread Group 1-29,text,true,,72949,556,199,199,https://web.facebook.com/login.php?next=https%3A%2F%2Fweb.facebook.com%2Ffriends,1268,0,0
1741721744970,1268,Friend Request-0,301,Moved Permanently,Thread Group 1-29,text,true,,500,121,199,199,https://facebook.com/friends,1268,0,0
1741721746239,1076,Friend Request-1,302,Found,Thread Group 1-29,text,true,,880,125,199,199,https://www.facebook.com/friends,1076,0,0
1741721747315,995,Friend Request-2,302,Found,Thread Group 1-29,text,true,,4033,137,199,199,https://web.facebook.com/friends?_rdc=1&_rdr,995,0,0
1741721748310,5658,Friend Request-3,200,OK,Thread Group 1-29,text,true,,67536,173,199,199,https://web.facebook.com/login.php?next=https%3A%2F%2Fweb.facebook.com%2Ffriends,1361,0,0
1741721746503,7500,Facebook Feed,200,OK,Thread Group 1-141,text,true,,69112,422,199,199,https://web.facebook.com/?filter=all&sk=h_chr&_rdc=1&_rdr,1041,0,0
1741721746503,1041,Facebook Feed-0,301,Moved Permanently,Thread Group 1-141,text,true,,518,134,199,199,https://facebook.com/?filter=all&sk=h_chr,1041,0,0
1741721747544,880,Facebook Feed-1,302,Found,Thread Group 1-141,text,true,,908,138,199,199,https://www.facebook.com/?filter=all&sk=h_chr,880,0,0
1741721748424,5579,Facebook Feed-2,200,OK,Thread Group 1-141,text,true,,67686,150,199,199,https://web.facebook.com/?filter=all&sk=h_chr&_rdc=1&_rdr,1199,0,0
1741721747715,6331,Facebook Feed,200,OK,Thread Group 1-124,text,true,,69088,422,199,199,https://web.facebook.com/?filter=all&sk=h_chr&_rdc=1&_rdr,993,0,0
1741721747715,993,Facebook Feed-0,301,Moved Permanently,Thread Group 1-124,text,true,,518,134,199,199,https://facebook.com/?filter=all&sk=h_chr,993,0,0
1741721748708,1026,Facebook Feed-1,302,Found,Thread Group 1-124,text,true,,884,138,199,199,https://www.facebook.com/?filter=all&sk=h_chr,1026,0,0
1741721749734,4312,Facebook Feed-2,200,OK,Thread Group 1-124,text,true,,67686,150,199,199,https://web.facebook.com/?filter=all&sk=h_chr&_rdc=1&_rdr,1400,0,0
1741721727318,26861,Facebook Marketplace,200,OK,Thread Group 1-80,text,true,,429155,436,199,199,https://web.facebook.com/marketplace/?ref=bookmark&_rdc=1&_rdr,1597,0,848
1741721727318,1597,Facebook Marketplace-0,301,Moved Permanently,Thread Group 1-80,text,true,,469,138,199,199,https://faceboo.com/marketplace/?ref=bookmark,1597,0,848
1741721728915,716,Facebook Marketplace-1,302,Found,Thread Group 1-80,text,true,,902,143,199,199,https://www.facebook.com/marketplace/?ref=bookmark,716,0,0
1741721729631,24548,Facebook Marketplace-2,200,OK,Thread Group 1-80,text,true,,427784,155,199,199,https://web.facebook.com/marketplace/?ref=bookmark&_rdc=1&_rdr,950,0,0
1741721731311,22877,Facebook Reels,200,OK,Thread Group 1-33,text,true,,430096,377,199,199,https://web.facebook.com/reel/?_rdc=1&_rdr,936,0,0
1741721731311,936,Facebook Reels-0,301,Moved Permanently,Thread Group 1-33,text,true,,503,119,199,199,https://facebook.com/reel/,936,0,0
1741721732248,839,Facebook Reels-1,302,Found,Thread Group 1-33,text,true,,877,123,199,199,https://www.facebook.com/reel/,839,0,0
1741721733087,21101,Facebook Reels-2,200,OK,Thread Group 1-33,text,true,,428716,135,199,199,https://web.facebook.com/reel/?_rdc=1&_rdr,1899,0,0
1741721746942,7263,Facebook Feed,200,OK,Thread Group 1-138,text,true,,69091,422,199,199,https://web.facebook.com/?filter=all&sk=h_chr&_rdc=1&_rdr,961,0,0
1741721746942,961,Facebook Feed-0,301,Moved Permanently,Thread Group 1-138,text,true,,518,134,199,199,https://facebook.com/?filter=all&sk=h_chr,961,0,0
1741721747903,1083,Facebook Feed-1,302,Found,Thread Group 1-138,text,true,,884,138,199,199,https://www.facebook.com/?filter=all&sk=h_chr,1083,0,0
1741721748986,5219,Facebook Feed-2,200,OK,Thread Group 1-138,text,true,,67689,150,199,199,https://web.facebook.com/?filter=all&sk=h_chr&_rdc=1&_rdr,1360,0,0
1741721747560,7024,Facebook Feed,200,OK,Thread Group 1-140,text,true,,69112,422,199,199,https://web.facebook.com/?filter=all&sk=h_chr&_rdc=1&_rdr,870,0,0
1741721747560,870,Facebook Feed-0,301,Moved Permanently,Thread Group 1-140,text,true,,518,134,199,199,https://facebook.com/?filter=all&sk=h_chr,870,0,0
1741721748430,1033,Facebook Feed-1,302,Found,Thread Group 1-140,text,true,,884,138,199,199,https://www.facebook.com/?filter=all&sk=h_chr,1033,0,0
1741721749463,5121,Facebook Feed-2,200,OK,Thread Group 1-140,text,true,,67710,150,199,199,https://web.facebook.com/?filter=all&sk=h_chr&_rdc=1&_rdr,1457,0,0
1741721729143,25563,Facebook Reels,200,OK,Thread Group 1-67,text,true,,429956,377,199,199,https://web.facebook.com/reel/?_rdc=1&_rdr,761,0,0
1741721729143,761,Facebook Reels-0,301,Moved Permanently,Thread Group 1-67,text,true,,503,119,199,199,https://facebook.com/reel/,761,0,0
1741721729904,864,Facebook Reels-1,302,Found,Thread Group 1-67,text,true,,882,123,199,199,https://www.facebook.com/reel/,864,0,0
1741721730768,23938,Facebook Reels-2,200,OK,Thread Group 1-67,text,true,,428571,135,199,199,https://web.facebook.com/reel/?_rdc=1&_rdr,1068,0,0
1741721747933,6960,Facebook Feed,200,OK,Thread Group 1-144,text,true,,69374,422,199,199,https://web.facebook.com/?filter=all&sk=h_chr&_rdc=1&_rdr,1085,0,0
1741721747933,1085,Facebook Feed-0,301,Moved Permanently,Thread Group 1-144,text,true,,518,134,199,199,https://facebook.com/?filter=all&sk=h_chr,1085,0,0
1741721749018,1041,Facebook Feed-1,302,Found,Thread Group 1-144,text,true,,884,138,199,199,https://www.facebook.com/?filter=all&sk=h_chr,1041,0,0
1741721750059,4834,Facebook Feed-2,200,OK,Thread Group 1-144,text,true,,67972,150,199,199,https://web.facebook.com/?filter=all&sk=h_chr&_rdc=1&_rdr,1471,0,0
1741721747551,7592,Facebook Groups,200,OK,Thread Group 1-9,text,true,,82695,398,199,199,https://web.facebook.com/groups/feed/?_rdc=1&_rdr,867,0,0
1741721747551,867,Facebook Groups-0,301,Moved Permanently,Thread Group 1-9,text,true,,510,126,199,199,https://facebook.com/groups/feed/,867,0,0
1741721748418,1058,Facebook Groups-1,302,Found,Thread Group 1-9,text,true,,889,130,199,199,https://www.facebook.com/groups/feed/,1058,0,0
1741721749476,5667,Facebook Groups-2,200,OK,Thread Group 1-9,text,true,,81296,142,199,199,https://web.facebook.com/groups/feed/?_rdc=1&_rdr,1460,0,0
1741721747151,8142,Facebook Feed,200,OK,Thread Group 1-11,text,true,,69093,422,199,199,https://web.facebook.com/?filter=all&sk=h_chr&_rdc=1&_rdr,1043,0,0
1741721747151,1043,Facebook Feed-0,301,Moved Permanently,Thread Group 1-11,text,true,,518,134,199,199,https://facebook.com/?filter=all&sk=h_chr,1043,0,0
1741721748194,1085,Facebook Feed-1,302,Found,Thread Group 1-11,text,true,,885,138,199,199,https://www.facebook.com/?filter=all&sk=h_chr,1085,0,0
1741721749279,6014,Facebook Feed-2,200,OK,Thread Group 1-11,text,true,,67690,150,199,199,https://web.facebook.com/?filter=all&sk=h_chr&_rdc=1&_rdr,1451,0,0
1741721723112,32374,Facebook Marketplace,200,OK,Thread Group 1-50,text,true,,430435,436,199,199,https://web.facebook.com/marketplace/?ref=bookmark&_rdc=1&_rdr,998,0,524
1741721723112,998,Facebook Marketplace-0,301,Moved Permanently,Thread Group 1-50,text,true,,469,138,199,199,https://faceboo.com/marketplace/?ref=bookmark,998,0,524
1741721724110,524,Facebook Marketplace-1,302,Found,Thread Group 1-50,text,true,,897,143,199,199,https://www.facebook.com/marketplace/?ref=bookmark,524,0,0
1741721724634,30852,Facebook Marketplace-2,200,OK,Thread Group 1-50,text,true,,429069,155,199,199,https://web.facebook.com/marketplace/?ref=bookmark&_rdc=1&_rdr,789,0,0
1741721731954,23581,Friend Request,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to www.facebook.com:443 [www.facebook.com/57.144.142.1] failed: Connection timed out: connect,Thread Group 1-156,text,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: org.apache.http.conn.HttpHostConnectException]]]

****** comparison: [[[200                                                                  ]]]

/",3760,121,199,199,https://www.facebook.com/friends,2527,0,1341
1741721731954,2527,Friend Request-0,301,Moved Permanently,Thread Group 1-156,text,true,,505,121,199,199,https://facebook.com/friends,2527,0,1341
1741721734482,21053,Friend Request-1,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to www.facebook.com:443 [www.facebook.com/57.144.142.1] failed: Connection timed out: connect,Thread Group 1-156,text,false,,3255,0,199,199,https://www.facebook.com/friends,0,0,21053
1741721747520,8054,Friend Request,200,OK,Thread Group 1-4,text,true,,70945,556,199,199,https://web.facebook.com/login.php?next=https%3A%2F%2Fweb.facebook.com%2Ffriends,853,0,0
1741721747520,853,Friend Request-0,301,Moved Permanently,Thread Group 1-4,text,true,,505,121,199,199,https://facebook.com/friends,853,0,0
1741721748373,1026,Friend Request-1,302,Found,Thread Group 1-4,text,true,,884,125,199,199,https://www.facebook.com/friends,1026,0,0
1741721749399,1087,Friend Request-2,302,Found,Thread Group 1-4,text,true,,2013,137,199,199,https://web.facebook.com/friends?_rdc=1&_rdr,1087,0,0
1741721750485,5088,Friend Request-3,200,OK,Thread Group 1-4,text,true,,67543,173,199,199,https://web.facebook.com/login.php?next=https%3A%2F%2Fweb.facebook.com%2Ffriends,1575,0,0
1741721746740,8903,Facebook Feed,200,OK,Thread Group 1-130,text,true,,69405,422,199,199,https://web.facebook.com/?filter=all&sk=h_chr&_rdc=1&_rdr,992,0,0
1741721730214,25407,Facebook Reels,200,OK,Thread Group 1-68,text,true,,430479,377,199,199,https://web.facebook.com/reel/?_rdc=1&_rdr,876,0,0
1741721746740,992,Facebook Feed-0,301,Moved Permanently,Thread Group 1-130,text,true,,518,134,199,199,https://facebook.com/?filter=all&sk=h_chr,992,0,0
1741721730214,876,Facebook Reels-0,301,Moved Permanently,Thread Group 1-68,text,true,,503,119,199,199,https://facebook.com/reel/,876,0,0
1741721747732,1021,Facebook Feed-1,302,Found,Thread Group 1-130,text,true,,884,138,199,199,https://www.facebook.com/?filter=all&sk=h_chr,1021,0,0
1741721731090,1074,Facebook Reels-1,302,Found,Thread Group 1-68,text,true,,1167,123,199,199,https://www.facebook.com/reel/,1074,0,0
1741721748100,7507,Facebook Feed,200,OK,Thread Group 1-142,text,true,,69085,422,199,199,https://web.facebook.com/?filter=all&sk=h_chr&_rdc=1&_rdr,1056,0,0
1741721732164,23457,Facebook Reels-2,200,OK,Thread Group 1-68,text,true,,428809,135,199,199,https://web.facebook.com/reel/?_rdc=1&_rdr,1639,0,0
1741721748753,6890,Facebook Feed-2,200,OK,Thread Group 1-130,text,true,,68003,150,199,199,https://web.facebook.com/?filter=all&sk=h_chr&_rdc=1&_rdr,1345,0,0
1741721748100,1056,Facebook Feed-0,301,Moved Permanently,Thread Group 1-142,text,true,,518,134,199,199,https://facebook.com/?filter=all&sk=h_chr,1056,0,0
1741721749156,1052,Facebook Feed-1,302,Found,Thread Group 1-142,text,true,,884,138,199,199,https://www.facebook.com/?filter=all&sk=h_chr,1052,0,0
1741721750208,5398,Facebook Feed-2,200,OK,Thread Group 1-142,text,true,,67683,150,199,199,https://web.facebook.com/?filter=all&sk=h_chr&_rdc=1&_rdr,1571,0,0
1741721729960,25638,Friend Request,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to web.facebook.com:443 [web.facebook.com/57.144.142.141] failed: Connection timed out: connect,Thread Group 1-146,text,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: org.apache.http.conn.HttpHostConnectException]]]

****** comparison: [[[200                                                                  ]]]

/",4646,246,199,199,https://web.facebook.com/friends?_rdc=1&_rdr,2204,0,1158
1741721729960,2204,Friend Request-0,301,Moved Permanently,Thread Group 1-146,text,true,,505,121,199,199,https://facebook.com/friends,2204,0,1158
1741721732164,2385,Friend Request-1,302,Found,Thread Group 1-146,text,true,,884,125,199,199,https://www.facebook.com/friends,2385,0,1294
1741721734549,21049,Friend Request-2,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to web.facebook.com:443 [web.facebook.com/57.144.142.141] failed: Connection timed out: connect,Thread Group 1-146,text,false,,3257,0,199,199,https://web.facebook.com/friends?_rdc=1&_rdr,0,0,21049
1741721734555,21043,Friend Request,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to facebook.com:443 [facebook.com/57.144.142.1] failed: Connection timed out: connect,Thread Group 1-169,text,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: org.apache.http.conn.HttpHostConnectException]]]

****** comparison: [[[200                                                                  ]]]

/",2751,0,199,199,https://facebook.com/friends,0,0,21043
1741721732154,23428,Friend Request,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to www.facebook.com:443 [www.facebook.com/57.144.142.1] failed: Connection timed out: connect,Thread Group 1-157,text,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: org.apache.http.conn.HttpHostConnectException]]]

****** comparison: [[[200                                                                  ]]]

/",3760,121,199,199,https://www.facebook.com/friends,2383,0,1300
1741721732154,2383,Friend Request-0,301,Moved Permanently,Thread Group 1-157,text,true,,505,121,199,199,https://facebook.com/friends,2383,0,1300
1741721734538,21044,Friend Request-1,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to www.facebook.com:443 [www.facebook.com/57.144.142.1] failed: Connection timed out: connect,Thread Group 1-157,text,false,,3255,0,199,199,https://www.facebook.com/friends,0,0,21044
1741721730160,25583,Friend Request,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to web.facebook.com:443 [web.facebook.com/57.144.142.141] failed: Connection timed out: connect,Thread Group 1-147,text,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: org.apache.http.conn.HttpHostConnectException]]]

****** comparison: [[[200                                                                  ]]]

/",4955,246,199,199,https://web.facebook.com/friends?_rdc=1&_rdr,2154,0,1214
1741721730160,2154,Friend Request-0,301,Moved Permanently,Thread Group 1-147,text,true,,505,121,199,199,https://facebook.com/friends,2154,0,1214
1741721732315,2397,Friend Request-1,302,Found,Thread Group 1-147,text,true,,1193,125,199,199,https://www.facebook.com/friends,2397,0,1290
1741721734712,21031,Friend Request-2,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to web.facebook.com:443 [web.facebook.com/57.144.142.141] failed: Connection timed out: connect,Thread Group 1-147,text,false,,3257,0,199,199,https://web.facebook.com/friends?_rdc=1&_rdr,0,0,21031
1741721732349,23410,Friend Request,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to www.facebook.com:443 [www.facebook.com/57.144.142.1] failed: Connection timed out: connect,Thread Group 1-158,text,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: org.apache.http.conn.HttpHostConnectException]]]

****** comparison: [[[200                                                                  ]]]

/",3760,121,199,199,https://www.facebook.com/friends,2379,0,1282
1741721732349,2379,Friend Request-0,301,Moved Permanently,Thread Group 1-158,text,true,,505,121,199,199,https://facebook.com/friends,2379,0,1282
1741721734729,21030,Friend Request-1,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to www.facebook.com:443 [www.facebook.com/57.144.142.1] failed: Connection timed out: connect,Thread Group 1-158,text,false,,3255,0,199,199,https://www.facebook.com/friends,0,0,21030
1741721734760,21030,Friend Request,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to facebook.com:443 [facebook.com/57.144.142.1] failed: Connection timed out: connect,Thread Group 1-170,text,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: org.apache.http.conn.HttpHostConnectException]]]

****** comparison: [[[200                                                                  ]]]

/",2751,0,199,199,https://facebook.com/friends,0,0,21030
1741721734949,21033,Friend Request,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to facebook.com:443 [facebook.com/57.144.142.1] failed: Connection timed out: connect,Thread Group 1-171,text,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: org.apache.http.conn.HttpHostConnectException]]]

****** comparison: [[[200                                                                  ]]]

/",2751,0,199,199,https://facebook.com/friends,0,0,21033
1741721732549,23465,Friend Request,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to www.facebook.com:443 [www.facebook.com/57.144.142.1] failed: Connection timed out: connect,Thread Group 1-159,text,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: org.apache.http.conn.HttpHostConnectException]]]

****** comparison: [[[200                                                                  ]]]

/",3760,121,199,199,https://www.facebook.com/friends,2431,0,1365
1741721732549,2431,Friend Request-0,301,Moved Permanently,Thread Group 1-159,text,true,,505,121,199,199,https://facebook.com/friends,2431,0,1365
1741721734980,21034,Friend Request-1,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to www.facebook.com:443 [www.facebook.com/57.144.142.1] failed: Connection timed out: connect,Thread Group 1-159,text,false,,3255,0,199,199,https://www.facebook.com/friends,0,0,21034
1741721731694,24366,Facebook Marketplace,200,OK,Thread Group 1-89,text,true,,428717,436,199,199,https://web.facebook.com/marketplace/?ref=bookmark&_rdc=1&_rdr,2299,0,1244
1741721731694,2299,Facebook Marketplace-0,301,Moved Permanently,Thread Group 1-89,text,true,,469,138,199,199,https://faceboo.com/marketplace/?ref=bookmark,2299,0,1244
1741721733993,1123,Facebook Marketplace-1,302,Found,Thread Group 1-89,text,true,,902,143,199,199,https://www.facebook.com/marketplace/?ref=bookmark,1123,0,0
1741721735115,20944,Facebook Marketplace-2,200,OK,Thread Group 1-89,text,true,,427346,155,199,199,https://web.facebook.com/marketplace/?ref=bookmark&_rdc=1&_rdr,1467,0,0
1741721748194,7874,Friend Request,200,OK,Thread Group 1-38,text,true,,70988,556,199,199,https://web.facebook.com/login.php?next=https%3A%2F%2Fweb.facebook.com%2Ffriends,1089,0,0
1741721748194,1089,Friend Request-0,301,Moved Permanently,Thread Group 1-38,text,true,,500,121,199,199,https://facebook.com/friends,1089,0,0
1741721749283,1094,Friend Request-1,302,Found,Thread Group 1-38,text,true,,880,125,199,199,https://www.facebook.com/friends,1094,0,0
1741721750376,1316,Friend Request-2,302,Found,Thread Group 1-38,text,true,,2093,137,199,199,https://web.facebook.com/friends?_rdc=1&_rdr,1316,0,0
1741721751692,4375,Friend Request-3,200,OK,Thread Group 1-38,text,true,,67515,173,199,199,https://web.facebook.com/login.php?next=https%3A%2F%2Fweb.facebook.com%2Ffriends,1670,0,0
1741721747180,8905,Friend Request,200,OK,Thread Group 1-57,text,true,,72935,556,199,199,https://web.facebook.com/login.php?next=https%3A%2F%2Fweb.facebook.com%2Ffriends,929,0,0
1741721747180,929,Friend Request-0,301,Moved Permanently,Thread Group 1-57,text,true,,505,121,199,199,https://facebook.com/friends,929,0,0
1741721748110,1070,Friend Request-1,302,Found,Thread Group 1-57,text,true,,884,125,199,199,https://www.facebook.com/friends,1070,0,0
1741721749180,1142,Friend Request-2,302,Found,Thread Group 1-57,text,true,,4034,137,199,199,https://web.facebook.com/friends?_rdc=1&_rdr,1142,0,0
1741721750321,5763,Friend Request-3,200,OK,Thread Group 1-57,text,true,,67512,173,199,199,https://web.facebook.com/login.php?next=https%3A%2F%2Fweb.facebook.com%2Ffriends,1512,0,0
1741721743259,12840,Facebook Groups,200,OK,Thread Group 1-21,text,true,,82684,398,199,199,https://web.facebook.com/groups/feed/?_rdc=1&_rdr,1212,0,0
1741721743259,1212,Facebook Groups-0,301,Moved Permanently,Thread Group 1-21,text,true,,505,126,199,199,https://facebook.com/groups/feed/,1212,0,0
1741721744471,1201,Facebook Groups-1,302,Found,Thread Group 1-21,text,true,,884,130,199,199,https://www.facebook.com/groups/feed/,1201,0,0
1741721745673,10427,Facebook Groups-2,200,OK,Thread Group 1-21,text,true,,81295,142,199,199,https://web.facebook.com/groups/feed/?_rdc=1&_rdr,1595,0,0
1741721735148,21024,Friend Request,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to facebook.com:443 [facebook.com/57.144.142.1] failed: Connection timed out: connect,Thread Group 1-172,text,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: org.apache.http.conn.HttpHostConnectException]]]

****** comparison: [[[200                                                                  ]]]

/",2751,0,199,199,https://facebook.com/friends,0,0,21024
1741721749214,7008,Facebook Feed,200,OK,Thread Group 1-34,text,true,,69084,422,199,199,https://web.facebook.com/?filter=all&sk=h_chr&_rdc=1&_rdr,1075,0,0
1741721749214,1075,Facebook Feed-0,301,Moved Permanently,Thread Group 1-34,text,true,,513,134,199,199,https://facebook.com/?filter=all&sk=h_chr,1075,0,0
1741721750288,1258,Facebook Feed-1,302,Found,Thread Group 1-34,text,true,,879,138,199,199,https://www.facebook.com/?filter=all&sk=h_chr,1258,0,0
1741721751546,4676,Facebook Feed-2,200,OK,Thread Group 1-34,text,true,,67692,150,199,199,https://web.facebook.com/?filter=all&sk=h_chr&_rdc=1&_rdr,1539,0,0
1741721727108,29139,Facebook Reels,200,OK,Thread Group 1-26,text,true,,430052,377,199,199,https://web.facebook.com/reel/?_rdc=1&_rdr,686,0,0
1741721727108,686,Facebook Reels-0,301,Moved Permanently,Thread Group 1-26,text,true,,498,119,199,199,https://facebook.com/reel/,686,0,0
1741721727794,679,Facebook Reels-1,302,Found,Thread Group 1-26,text,true,,877,123,199,199,https://www.facebook.com/reel/,679,0,0
1741721728473,27774,Facebook Reels-2,200,OK,Thread Group 1-26,text,true,,428677,135,199,199,https://web.facebook.com/reel/?_rdc=1&_rdr,763,0,0
1741721735222,21030,Facebook Marketplace,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to faceboo.com:443 [faceboo.com/57.144.142.141] failed: Connection timed out: connect,Thread Group 1-86,text,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: org.apache.http.conn.HttpHostConnectException]]]

****** comparison: [[[200                                                                  ]]]

/",2751,0,199,199,https://faceboo.com/marketplace/?ref=bookmark,0,0,21030
1741721735231,21036,Facebook Marketplace,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to faceboo.com:443 [faceboo.com/57.144.142.141] failed: Connection timed out: connect,Thread Group 1-92,text,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: org.apache.http.conn.HttpHostConnectException]]]

****** comparison: [[[200                                                                  ]]]

/",2751,0,199,199,https://faceboo.com/marketplace/?ref=bookmark,0,0,21036
1741721746911,9460,Facebook Feed,200,OK,Thread Group 1-10,text,true,,69107,422,199,199,https://web.facebook.com/?filter=all&sk=h_chr&_rdc=1&_rdr,987,0,0
1741721746911,987,Facebook Feed-0,301,Moved Permanently,Thread Group 1-10,text,true,,518,134,199,199,https://facebook.com/?filter=all&sk=h_chr,987,0,0
1741721747898,1086,Facebook Feed-1,302,Found,Thread Group 1-10,text,true,,904,138,199,199,https://www.facebook.com/?filter=all&sk=h_chr,1086,0,0
1741721748984,7387,Facebook Feed-2,200,OK,Thread Group 1-10,text,true,,67685,150,199,199,https://web.facebook.com/?filter=all&sk=h_chr&_rdc=1&_rdr,1299,0,0
1741721735346,21032,Friend Request,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to facebook.com:443 [facebook.com/57.144.142.1] failed: Connection timed out: connect,Thread Group 1-173,text,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: org.apache.http.conn.HttpHostConnectException]]]

****** comparison: [[[200                                                                  ]]]

/",2751,0,199,199,https://facebook.com/friends,0,0,21031
1741721745240,11141,Friend Request,200,OK,Thread Group 1-19,text,true,,73033,556,199,199,https://web.facebook.com/login.php?next=https%3A%2F%2Fweb.facebook.com%2Ffriends,1357,0,0
1741721745240,1357,Friend Request-0,301,Moved Permanently,Thread Group 1-19,text,true,,500,121,199,199,https://facebook.com/friends,1357,0,0
1741721746597,993,Friend Request-1,302,Found,Thread Group 1-19,text,true,,903,125,199,199,https://www.facebook.com/friends,993,0,0
1741721747590,1884,Friend Request-2,302,Found,Thread Group 1-19,text,true,,4113,137,199,199,https://web.facebook.com/friends?_rdc=1&_rdr,1884,0,0
1741721749474,6907,Friend Request-3,200,OK,Thread Group 1-19,text,true,,67517,173,199,199,https://web.facebook.com/login.php?next=https%3A%2F%2Fweb.facebook.com%2Ffriends,1630,0,0
1741721730357,26037,Friend Request,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to web.facebook.com:443 [web.facebook.com/57.144.142.141] failed: Connection timed out: connect,Thread Group 1-148,text,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: org.apache.http.conn.HttpHostConnectException]]]

****** comparison: [[[200                                                                  ]]]

/",4646,246,199,199,https://web.facebook.com/friends?_rdc=1&_rdr,2243,0,1359
1741721730357,2243,Friend Request-0,301,Moved Permanently,Thread Group 1-148,text,true,,505,121,199,199,https://facebook.com/friends,2243,0,1359
1741721732600,2764,Friend Request-1,302,Found,Thread Group 1-148,text,true,,884,125,199,199,https://www.facebook.com/friends,2764,0,1537
1741721735363,21030,Friend Request-2,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to web.facebook.com:443 [web.facebook.com/57.144.142.141] failed: Connection timed out: connect,Thread Group 1-148,text,false,,3257,0,199,199,https://web.facebook.com/friends?_rdc=1&_rdr,0,0,21030
1741721732760,23776,Friend Request,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to www.facebook.com:443 [www.facebook.com/57.144.142.1] failed: Connection timed out: connect,Thread Group 1-160,text,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: org.apache.http.conn.HttpHostConnectException]]]

****** comparison: [[[200                                                                  ]]]

/",3760,121,199,199,https://www.facebook.com/friends,2737,0,1504
1741721732760,2737,Friend Request-0,301,Moved Permanently,Thread Group 1-160,text,true,,505,121,199,199,https://facebook.com/friends,2737,0,1504
